7,21,17,1,2,18,20,4,16,6,0,19,3,9,11,10,14,8,13,22,5,12,15,0.369,0.631,13.607
4,1,2,14,8,17,0,12,3,16,18,10,20,21,7,5,22,13,11,6,15,9,19,0.363,0.637,13.141
0,11,2,21,15,3,20,17,14,5,7,12,22,16,1,18,10,13,6,9,19,8,4,0.396,0.604,15.673
14,5,6,4,12,17,18,11,2,9,20,7,19,0,16,10,15,1,21,3,22,13,8,0.388,0.612,15.042
14,3,8,10,18,11,0,9,7,2,17,1,4,15,5,22,21,6,16,19,20,13,12,0.376,0.624,14.135
